loci	gst	Gst	GGst	D	Fis	Fst	Fit
Locus907	 0.0973	 0.1527	 0.1644	 0.0614	 0.0761	 0.1053	 0.1735
Locus908	 0.0042	 0.0069	 0.0075	 0.0027	-0.1230	 0.0106	-0.1111
Locus909	 0.0265	 0.0305	 0.0342	 0.0041	 0.3147	 0.0184	 0.3273
Locus910	-0.0057	-0.0069	-0.0077	-0.0012	 0.2148	-0.0136	 0.2041
Locus911	-0.0182	-0.0399	-0.0426	-0.0213	-0.2571	-0.0075	-0.2665
Locus912	 0.1005	 0.1394	 0.1516	 0.0433	 0.2201	 0.1192	 0.3130
Locus913	 0.0958	 0.1806	 0.1916	 0.0937	 0.0760	 0.1064	 0.1742
Locus914	-0.0037	-0.0057	-0.0062	-0.0020	 0.4507	-0.0271	 0.4358
Locus915	 0.0217	 0.0299	 0.0329	 0.0084	-0.0200	 0.0259	 0.0064
Locus916	 0.0136	 0.0274	 0.0292	 0.0140	 0.4364	-0.0089	 0.4313
Locus917	 0.0066	 0.0122	 0.0132	 0.0057	 0.4979	-0.0190	 0.4883
Locus918	 0.0352	 0.0718	 0.0765	 0.0380	 0.0408	 0.0402	 0.0794
Locus919	 0.0211	 0.0424	 0.0453	 0.0218	 0.0911	 0.0205	 0.1097
Locus920	 0.0341	 0.0465	 0.0512	 0.0128	 0.1734	 0.0310	 0.1991
Locus921	-0.0006	-0.0008	-0.0009	-0.0001	 0.2687	-0.0150	 0.2577
Locus922	-0.0204	-0.0241	-0.0271	-0.0036	 0.6620	-0.0551	 0.6433
Locus923	 0.0627	 0.0837	 0.0918	 0.0224	 0.4212	 0.0512	 0.4509
Locus924	 0.0169	 0.0210	 0.0234	 0.0041	 0.2589	 0.0085	 0.2652
Locus925	 0.0007	 0.0008	 0.0009	 0.0001	 0.1191	-0.0083	 0.1118
Locus926	 0.0422	 0.0657	 0.0713	 0.0245	 0.4230	 0.0207	 0.4350
Locus927	 0.0109	 0.0146	 0.0161	 0.0037	 0.4081	-0.0033	 0.4061
Locus928	 0.0165	 0.0347	 0.0370	 0.0185	-0.0686	 0.0247	-0.0422
Locus929	 0.0184	 0.0221	 0.0247	 0.0037	 0.0583	 0.0204	 0.0775
Locus930	 0.0381	 0.0432	 0.0483	 0.0052	 0.1296	 0.0367	 0.1615
Locus931	 0.0578	 0.0786	 0.0861	 0.0221	 0.4293	 0.0383	 0.4511
Locus932	-0.0093	-0.0114	-0.0128	-0.0021	 0.4703	-0.0337	 0.4524
Locus933	 0.0164	 0.0215	 0.0238	 0.0052	 0.4104	-0.0060	 0.4069
Locus934	 0.2259	 0.3062	 0.3279	 0.1038	-0.0464	 0.2662	 0.2322
Locus935	-0.0059	-0.0068	-0.0077	-0.0010	 0.5329	-0.0337	 0.5171
Locus936	 0.0178	 0.0313	 0.0338	 0.0138	 0.0862	 0.0104	 0.0957
Locus937	 0.0147	 0.0188	 0.0209	 0.0041	 0.1098	 0.0092	 0.1180
Locus938	 0.0590	 0.0669	 0.0747	 0.0084	 0.5616	 0.0431	 0.5805
Locus939	-0.0043	-0.0055	-0.0061	-0.0011	 0.5209	-0.0293	 0.5069
Locus940	-0.0095	-0.0194	-0.0208	-0.0097	 0.3450	-0.0278	 0.3267
Locus941	 0.0689	 0.1327	 0.1411	 0.0685	 0.4151	 0.0524	 0.4458
Locus942	 0.5088	 0.6228	 0.6483	 0.2320	 0.1462	 0.5443	 0.6109
Locus943	 0.0325	 0.0377	 0.0421	 0.0054	 0.1034	 0.0313	 0.1315
Locus944	 0.0521	 0.0712	 0.0781	 0.0202	 0.1207	 0.0497	 0.1644
Locus945	 0.0013	 0.0016	 0.0018	 0.0003	 0.5053	-0.0291	 0.4910
Locus946	 0.0726	 0.1428	 0.1516	 0.0756	-0.0490	 0.0903	 0.0457
Locus947	 0.0270	 0.0495	 0.0532	 0.0231	 0.5837	-0.0005	 0.5835
Locus948	 0.0331	 0.0465	 0.0510	 0.0139	 0.1169	 0.0324	 0.1455
Locus949	 0.0890	 0.1113	 0.1225	 0.0245	 0.3997	 0.0702	 0.4419
Locus950	 0.0699	 0.1248	 0.1334	 0.0590	 0.5513	 0.0592	 0.5778
Locus951	 0.0404	 0.0834	 0.0886	 0.0448	 0.6001	 0.0245	 0.6099
Locus952	 0.0861	 0.1048	 0.1157	 0.0204	 0.0780	 0.1006	 0.1708
Locus953	 0.0876	 0.1389	 0.1495	 0.0561	-0.0039	 0.1013	 0.0978
Locus954	 0.0679	 0.0939	 0.1026	 0.0279	 0.4312	 0.0543	 0.4621
Locus955	 0.0255	 0.0448	 0.0483	 0.0198	 0.0191	 0.0332	 0.0517
Locus956	 0.0638	 0.1104	 0.1185	 0.0498	 0.1043	 0.0684	 0.1656
Locus957	 0.0651	 0.0999	 0.1081	 0.0372	 0.1738	 0.0575	 0.2213
Locus958	 0.2949	 0.4015	 0.4257	 0.1511	 0.2666	 0.3329	 0.5107
Locus959	 0.0110	 0.0124	 0.0139	 0.0014	 0.1849	 0.0001	 0.1849
Locus960	 0.0070	 0.0116	 0.0126	 0.0046	-0.1361	 0.0110	-0.1236
Locus961	 0.1650	 0.2004	 0.2188	 0.0423	 0.6193	 0.1617	 0.6809
Locus962	 0.1246	 0.2068	 0.2207	 0.0939	 0.3548	 0.1294	 0.4382
Locus963	 0.0671	 0.0749	 0.0837	 0.0083	 0.7312	 0.0373	 0.7412
Locus964	 0.0165	 0.0186	 0.0209	 0.0021	 0.4160	 0.0032	 0.4178
Locus965	 0.0381	 0.0766	 0.0816	 0.0401	 0.2524	 0.0322	 0.2765
Locus966	 0.0532	 0.0709	 0.0779	 0.0187	 0.4030	 0.0391	 0.4263
Locus967	 0.1313	 0.1494	 0.1651	 0.0208	-0.0273	 0.1514	 0.1283
Locus968	 0.0198	 0.0372	 0.0399	 0.0178	 0.4506	 0.0044	 0.4530
Locus969	 0.0781	 0.0966	 0.1066	 0.0201	 0.0967	 0.0786	 0.1677
Locus970	 0.1028	 0.1197	 0.1324	 0.0188	-0.0187	 0.1221	 0.1056
Locus971	 0.0268	 0.0504	 0.0541	 0.0243	 0.2191	 0.0103	 0.2271
Locus972	-0.0046	-0.0065	-0.0072	-0.0019	-0.1031	-0.0012	-0.1045
Locus973	 0.0285	 0.0585	 0.0623	 0.0309	 0.1330	 0.0238	 0.1537
Locus974	 0.1021	 0.1852	 0.1969	 0.0925	 0.0106	 0.1173	 0.1266
Locus975	 0.0515	 0.0835	 0.0902	 0.0337	 0.1191	 0.0563	 0.1687
Locus976	 0.0678	 0.0935	 0.1022	 0.0276	 0.3548	 0.0514	 0.3879
Locus977	 0.0199	 0.0239	 0.0267	 0.0041	 0.3439	 0.0101	 0.3505
Locus978	 0.1653	 0.2252	 0.2431	 0.0718	 0.2628	 0.1739	 0.3910
Locus979	 0.1343	 0.1942	 0.2093	 0.0692	 0.1903	 0.1268	 0.2930
Locus980	 0.0063	 0.0096	 0.0104	 0.0033	 0.1154	 0.0044	 0.1193
Locus981	 0.1846	 0.3073	 0.3251	 0.1505	 0.6721	 0.2008	 0.7379
Locus982	 0.1027	 0.1376	 0.1500	 0.0389	 0.1850	 0.1050	 0.2706
Locus983	 0.0994	 0.1230	 0.1353	 0.0261	-0.0883	 0.1091	 0.0304
Locus984	 0.0054	 0.0114	 0.0122	 0.0061	 0.2704	-0.0048	 0.2669
Locus985	 0.0112	 0.0145	 0.0160	 0.0034	 0.1948	 0.0027	 0.1970
Locus986	 0.0083	 0.0103	 0.0114	 0.0020	 0.0127	 0.0060	 0.0186
Locus987	 0.0410	 0.0816	 0.0869	 0.0423	 0.1145	 0.0473	 0.1564
Locus988	 0.0259	 0.0475	 0.0510	 0.0222	 0.2877	 0.0082	 0.2935
Locus989	 0.1179	 0.1962	 0.2095	 0.0887	 0.6770	 0.1090	 0.7122
Locus990	 0.1466	 0.2725	 0.2874	 0.1475	 0.2436	 0.1506	 0.3575
Locus991	-0.0089	-0.0103	-0.0116	-0.0014	 0.3067	-0.0259	 0.2887
Locus992	 0.0522	 0.1059	 0.1125	 0.0567	 0.0602	 0.0590	 0.1157
Locus993	-0.0019	-0.0024	-0.0026	-0.0004	 0.3013	-0.0187	 0.2883
Locus994	 0.0345	 0.0717	 0.0762	 0.0385	-0.0796	 0.0423	-0.0339
Locus995	-0.0220	-0.0261	-0.0293	-0.0040	 0.6619	-0.0574	 0.6425
Locus996	 0.0532	 0.1020	 0.1088	 0.0516	 0.3522	 0.0390	 0.3775
Locus997	 0.0012	 0.0015	 0.0016	 0.0003	 0.1855	-0.0057	 0.1809
Locus998	 0.0389	 0.0535	 0.0588	 0.0152	 0.1564	 0.0359	 0.1866
Locus999	 0.0333	 0.0666	 0.0710	 0.0344	 0.1309	 0.0284	 0.1556
Locus1000	 0.0148	 0.0202	 0.0222	 0.0055	 0.5860	-0.0073	 0.5830
Locus1001	 0.1037	 0.1338	 0.1465	 0.0337	-0.1789	 0.1183	-0.0394
Locus1002	 0.0219	 0.0257	 0.0287	 0.0039	 0.2472	 0.0160	 0.2592
Locus1003	 0.0822	 0.1194	 0.1296	 0.0406	-0.0090	 0.0964	 0.0883
Locus1004	 0.0319	 0.0374	 0.0418	 0.0058	 0.6447	-0.0007	 0.6445
Locus1005	 0.0109	 0.0170	 0.0185	 0.0061	 0.0026	 0.0154	 0.0180
Locus1006	-0.0051	-0.0061	-0.0069	-0.0010	 0.3966	-0.0236	 0.3824
Locus1007	 0.0330	 0.0544	 0.0588	 0.0221	 0.0374	 0.0274	 0.0638
Locus1008	-0.0247	-0.0526	-0.0563	-0.0272	 0.2212	-0.0390	 0.1908
Locus1009	 0.0413	 0.0514	 0.0570	 0.0105	 0.1300	 0.0389	 0.1639
Locus1010	 0.0009	 0.0011	 0.0012	 0.0002	 0.5465	-0.0245	 0.5354
Locus1011	-0.0077	-0.0148	-0.0159	-0.0070	 0.1403	-0.0167	 0.1260
Locus1012	 0.0060	 0.0113	 0.0122	 0.0053	 0.3764	-0.0157	 0.3666
Locus1013	 0.2115	 0.2971	 0.3177	 0.1086	-0.2670	 0.2531	 0.0537
Locus1014	 0.0219	 0.0307	 0.0337	 0.0090	 0.5525	-0.0160	 0.5454
Locus1015	 0.0085	 0.0111	 0.0123	 0.0026	 0.3048	-0.0074	 0.2996
Locus1016	 0.0385	 0.0776	 0.0826	 0.0406	-0.0234	 0.0504	 0.0282
Locus1017	-0.0077	-0.0087	-0.0098	-0.0010	 0.1690	-0.0159	 0.1558
Locus1018	 0.0466	 0.0929	 0.0989	 0.0485	 0.1562	 0.0486	 0.1972
Locus1019	 0.0839	 0.1625	 0.1724	 0.0858	 0.1361	 0.0907	 0.2144
Locus1020	 0.2346	 0.2893	 0.3124	 0.0715	-0.1025	 0.2775	 0.2035
Locus1021	 0.1547	 0.1779	 0.1957	 0.0275	 0.7131	 0.1564	 0.7580
Locus1022	 0.0311	 0.0352	 0.0395	 0.0043	 0.5765	 0.0065	 0.5793
Locus1023	 0.0298	 0.0467	 0.0507	 0.0174	 0.2232	 0.0155	 0.2352
Locus1024	 0.0034	 0.0054	 0.0058	 0.0020	 0.0401	 0.0014	 0.0414
Locus1025	 0.0048	 0.0060	 0.0066	 0.0011	 0.0261	 0.0060	 0.0319
Locus1026	 0.1409	 0.2055	 0.2212	 0.0753	 0.3302	 0.1482	 0.4294
Locus1027	 0.0150	 0.0316	 0.0336	 0.0169	-0.0650	 0.0210	-0.0427
Locus1028	 0.1177	 0.1413	 0.1555	 0.0268	-0.0895	 0.1346	 0.0572
Locus1029	 0.1108	 0.1627	 0.1758	 0.0583	 0.3939	 0.0960	 0.4521
Locus1030	 0.0008	 0.0009	 0.0011	 0.0001	 0.1649	-0.0102	 0.1564
Locus1031	 0.0420	 0.0488	 0.0544	 0.0071	 0.4545	 0.0252	 0.4683
Locus1032	 0.0933	 0.1475	 0.1587	 0.0598	 0.0910	 0.1028	 0.1845
Locus1033	 0.0314	 0.0398	 0.0441	 0.0087	 0.2184	 0.0273	 0.2398
Locus1034	-0.0019	-0.0036	-0.0039	-0.0017	 0.0768	-0.0054	 0.0718
Locus1035	 0.0186	 0.0272	 0.0298	 0.0088	 0.0920	 0.0188	 0.1091
Locus1036	 0.0982	 0.1903	 0.2015	 0.1022	 0.1911	 0.1022	 0.2737
Locus1037	-0.0104	-0.0218	-0.0233	-0.0113	-0.3413	 0.0031	-0.3372
Locus1038	 0.0643	 0.0936	 0.1019	 0.0313	 0.2365	 0.0466	 0.2721
Locus1039	 0.0439	 0.0837	 0.0894	 0.0416	 0.1106	 0.0443	 0.1500
Locus1040	 0.0030	 0.0053	 0.0057	 0.0023	 0.1171	-0.0020	 0.1154
Locus1041	 0.0532	 0.0593	 0.0663	 0.0064	 0.3956	 0.0428	 0.4215
Locus1042	 0.0635	 0.0995	 0.1076	 0.0385	 0.1620	 0.0650	 0.2165
Locus1043	 0.0472	 0.0588	 0.0651	 0.0121	 0.1008	 0.0493	 0.1452
Locus1044	 0.0734	 0.0912	 0.1006	 0.0192	-0.0520	 0.0746	 0.0265
Locus1045	 0.1873	 0.2200	 0.2403	 0.0402	 0.0636	 0.1959	 0.2470
Locus1046	 0.0094	 0.0197	 0.0210	 0.0104	-0.1007	 0.0135	-0.0859
Locus1047	 0.1557	 0.2227	 0.2396	 0.0793	 0.0973	 0.1769	 0.2570
Locus1048	 0.0578	 0.0845	 0.0920	 0.0284	 0.3182	 0.0418	 0.3467
Locus1049	-0.0169	-0.0281	-0.0306	-0.0111	 0.6895	-0.0571	 0.6718
Locus1050	 0.0172	 0.0271	 0.0295	 0.0101	-0.1706	 0.0259	-0.1403
Locus1051	 0.0772	 0.1102	 0.1199	 0.0358	 0.3115	 0.0799	 0.3665
Locus1052	 0.0101	 0.0200	 0.0214	 0.0100	 0.6129	-0.0179	 0.6060
Locus1053	 0.0248	 0.0503	 0.0537	 0.0262	 0.3409	 0.0091	 0.3469
Locus1054	 0.1788	 0.2421	 0.2609	 0.0771	-0.1860	 0.2154	 0.0695
Locus1055	 0.0112	 0.0134	 0.0150	 0.0022	 0.0858	 0.0077	 0.0929
Locus1056	 0.0873	 0.0948	 0.1059	 0.0082	 0.8448	 0.0554	 0.8534
Locus1057	 0.0072	 0.0106	 0.0116	 0.0034	 0.2652	-0.0032	 0.2628
Locus1058	-0.0349	-0.0614	-0.0667	-0.0256	 0.3041	-0.0566	 0.2647
Locus1059	-0.0297	-0.0614	-0.0659	-0.0308	 0.1954	-0.0425	 0.1612
Locus1060	 0.2196	 0.3321	 0.3524	 0.1441	 0.4012	 0.1960	 0.5186
Locus1061	 0.0391	 0.0677	 0.0729	 0.0298	 0.4488	 0.0250	 0.4626
Locus1062	 0.0671	 0.1310	 0.1392	 0.0684	 0.3218	 0.0676	 0.3676
Locus1063	 0.1487	 0.2702	 0.2854	 0.1428	 0.0611	 0.1630	 0.2141
Locus1064	 0.2074	 0.2571	 0.2785	 0.0628	 0.3332	 0.2231	 0.4820
Locus1065	 0.0238	 0.0456	 0.0488	 0.0223	 0.5756	 0.0047	 0.5775
Locus1066	 0.0884	 0.1012	 0.1124	 0.0140	 0.0504	 0.0985	 0.1440
Locus1067	 0.0704	 0.0963	 0.1053	 0.0278	 0.0971	 0.0755	 0.1653
Locus1068	 0.0040	 0.0057	 0.0063	 0.0017	 0.0552	 0.0036	 0.0586
Locus1069	 0.0443	 0.0519	 0.0578	 0.0079	 0.4539	 0.0254	 0.4678
Locus1070	 0.1388	 0.2007	 0.2162	 0.0719	 0.3638	 0.1381	 0.4516
Locus1071	 0.0046	 0.0099	 0.0106	 0.0053	-0.0227	 0.0045	-0.0181
Locus1072	 0.0513	 0.0937	 0.1003	 0.0447	 0.5498	 0.0325	 0.5645
Locus1073	 0.0655	 0.0980	 0.1064	 0.0347	-0.0410	 0.0647	 0.0264
Locus1074	 0.0661	 0.0819	 0.0905	 0.0169	 0.3818	 0.0633	 0.4209
Locus1075	 0.1101	 0.1544	 0.1675	 0.0498	 0.4735	 0.0960	 0.5240
Locus1076	 0.0049	 0.0057	 0.0064	 0.0008	 0.4777	-0.0241	 0.4652
Locus1077	 0.0295	 0.0384	 0.0425	 0.0092	 0.2857	 0.0278	 0.3055
Locus1078	 0.0509	 0.0667	 0.0734	 0.0166	 0.2207	 0.0497	 0.2594
Locus1079	 0.0849	 0.1188	 0.1293	 0.0370	 0.0399	 0.0975	 0.1335
Locus1080	 0.0329	 0.0372	 0.0417	 0.0044	 0.5772	 0.0047	 0.5792
Locus1081	-0.0299	-0.0477	-0.0522	-0.0172	 0.1436	-0.0409	 0.1086
Locus1082	 0.0060	 0.0118	 0.0127	 0.0059	 0.0302	 0.0065	 0.0365
Locus1083	 0.0117	 0.0149	 0.0166	 0.0032	 0.3191	-0.0117	 0.3111
Locus1084	 0.0011	 0.0016	 0.0017	 0.0005	 0.3347	-0.0110	 0.3274
Locus1085	 0.1247	 0.1542	 0.1690	 0.0337	 0.1532	 0.1406	 0.2723
Locus1086	 0.0139	 0.0178	 0.0198	 0.0040	 0.5074	-0.0064	 0.5043
Locus1087	 0.0057	 0.0074	 0.0083	 0.0017	 0.3302	-0.0099	 0.3235
Locus1088	 0.0061	 0.0121	 0.0129	 0.0060	 0.1128	 0.0022	 0.1148
Locus1089	 0.0130	 0.0276	 0.0294	 0.0148	 0.4955	-0.0066	 0.4921
Locus1090	-0.0257	-0.0571	-0.0610	-0.0305	-0.0811	-0.0263	-0.1095
Locus1091	 0.0280	 0.0315	 0.0354	 0.0036	 0.3612	 0.0147	 0.3706
Locus1092	 0.0162	 0.0216	 0.0238	 0.0054	 0.2495	 0.0066	 0.2545
Locus1093	 0.0421	 0.0472	 0.0529	 0.0054	 0.1483	 0.0485	 0.1895
Locus1094	 0.1593	 0.2170	 0.2344	 0.0686	 0.5734	 0.1416	 0.6338
Locus1095	 0.0675	 0.1261	 0.1344	 0.0628	 0.4935	 0.0556	 0.5217
Locus1096	 0.0174	 0.0329	 0.0353	 0.0159	-0.1469	 0.0267	-0.1163
Locus1097	 0.1327	 0.1655	 0.1810	 0.0378	 0.6668	 0.1280	 0.7094
Locus1098	 0.0900	 0.1194	 0.1305	 0.0323	 0.2626	 0.0925	 0.3308
Locus1099	 0.2235	 0.2698	 0.2924	 0.0596	 0.1683	 0.2480	 0.3746
Locus1100	 0.0106	 0.0145	 0.0160	 0.0039	 0.2869	-0.0038	 0.2842
Locus1101	-0.0059	-0.0071	-0.0080	-0.0012	 0.2712	-0.0249	 0.2531
Locus1102	-0.0089	-0.0168	-0.0181	-0.0078	 0.2464	-0.0241	 0.2282
Locus1103	 0.0341	 0.0504	 0.0550	 0.0169	 0.1028	 0.0351	 0.1343
Locus1104	 0.1606	 0.2939	 0.3098	 0.1589	 0.6604	 0.1486	 0.7108
Locus1105	 0.0181	 0.0205	 0.0230	 0.0024	 0.1505	 0.0091	 0.1583
Locus1106	 0.0334	 0.0395	 0.0441	 0.0063	 0.3763	 0.0151	 0.3857
Locus1107	 0.0078	 0.0103	 0.0114	 0.0025	 0.4426	-0.0091	 0.4375
Locus1108	 0.0163	 0.0194	 0.0217	 0.0032	 0.3846	 0.0010	 0.3852
Locus1109	 0.0410	 0.0514	 0.0569	 0.0109	 0.3683	 0.0275	 0.3857
Locus1110	 0.0433	 0.0620	 0.0678	 0.0196	-0.1031	 0.0576	-0.0396
Locus1111	 0.0716	 0.0970	 0.1061	 0.0273	-0.1766	 0.0944	-0.0656
Locus1112	 0.0169	 0.0219	 0.0242	 0.0051	 0.0841	 0.0219	 0.1041
Locus1113	 0.0770	 0.0913	 0.1012	 0.0155	 0.5124	 0.0551	 0.5393
Locus1114	 0.0378	 0.0509	 0.0560	 0.0137	 0.2531	 0.0266	 0.2730
Locus1115	 0.0367	 0.0745	 0.0793	 0.0393	 0.3190	 0.0182	 0.3314
Locus1116	 0.2606	 0.3753	 0.3978	 0.1552	-0.0732	 0.3016	 0.2505
Locus1117	 0.1880	 0.2200	 0.2404	 0.0395	 0.8149	 0.1893	 0.8500
Locus1118	 0.0437	 0.0887	 0.0944	 0.0471	 0.4576	 0.0232	 0.4701
Locus1119	 0.3109	 0.3923	 0.4182	 0.1182	 0.2584	 0.3489	 0.5171
Locus1120	 0.0488	 0.0704	 0.0769	 0.0228	 0.2589	 0.0327	 0.2831
Locus1121	 0.0973	 0.1561	 0.1677	 0.0651	 0.0776	 0.1101	 0.1792
Locus1122	 0.0313	 0.0351	 0.0394	 0.0039	 0.6501	 0.0025	 0.6510
Locus1123	 0.0174	 0.0259	 0.0283	 0.0086	 0.4474	-0.0018	 0.4464
Locus1124	 0.0938	 0.1572	 0.1683	 0.0699	 0.2504	 0.0870	 0.3156
Locus1125	 0.1049	 0.1220	 0.1349	 0.0191	 0.6141	 0.0914	 0.6494
Locus1126	 0.3032	 0.3827	 0.4083	 0.1141	 0.1784	 0.3406	 0.4582
Locus1127	 0.0156	 0.0206	 0.0228	 0.0051	 0.1626	 0.0123	 0.1729
Locus1128	 0.1021	 0.1489	 0.1611	 0.0521	 0.1546	 0.0988	 0.2381
Locus1129	 0.0022	 0.0031	 0.0034	 0.0009	-0.1218	 0.0074	-0.1135
Locus1130	 0.0398	 0.0482	 0.0536	 0.0087	 0.0026	 0.0481	 0.0506
Locus1131	 0.1655	 0.2615	 0.2785	 0.1150	 0.2376	 0.1778	 0.3732
Locus1132	 0.0065	 0.0140	 0.0149	 0.0075	 0.2188	-0.0005	 0.2184
Locus1133	 0.1062	 0.1175	 0.1307	 0.0126	 0.8743	 0.0867	 0.8852
Locus1134	 0.0145	 0.0226	 0.0246	 0.0082	 0.0748	 0.0117	 0.0856
Locus1135	 0.0573	 0.1053	 0.1126	 0.0509	 0.3503	 0.0447	 0.3793
Locus1136	 0.0644	 0.0727	 0.0812	 0.0090	 0.6346	 0.0521	 0.6536
Locus1137	 0.0584	 0.0917	 0.0992	 0.0354	 0.2542	 0.0557	 0.2957
Locus1138	 0.0170	 0.0222	 0.0245	 0.0053	 0.4090	-0.0033	 0.4071
Locus1139	 0.0246	 0.0505	 0.0538	 0.0265	 0.2246	 0.0109	 0.2331
Locus1140	 0.0121	 0.0175	 0.0192	 0.0055	-0.0657	 0.0177	-0.0468
Locus1141	 0.0679	 0.0889	 0.0976	 0.0225	 0.3082	 0.0666	 0.3543
Locus1142	 0.0618	 0.1060	 0.1138	 0.0471	 0.6020	 0.0400	 0.6179
Locus1143	 0.0704	 0.0797	 0.0889	 0.0101	 0.3292	 0.0657	 0.3732
Locus1144	 0.0385	 0.0790	 0.0840	 0.0421	 0.0232	 0.0430	 0.0653
Locus1145	 0.0883	 0.1606	 0.1711	 0.0793	 0.2620	 0.0910	 0.3291
Locus1146	 0.0264	 0.0315	 0.0352	 0.0052	 0.5374	-0.0051	 0.5351
Locus1147	 0.1249	 0.1533	 0.1681	 0.0324	 0.0048	 0.1426	 0.1467
Locus1148	-0.0025	-0.0051	-0.0054	-0.0025	 0.4255	-0.0247	 0.4113
Locus1149	 0.0298	 0.0495	 0.0535	 0.0203	 0.4449	 0.0145	 0.4530
Locus1150	 0.0518	 0.0708	 0.0776	 0.0200	 0.0380	 0.0572	 0.0930
Locus1151	 0.0210	 0.0333	 0.0362	 0.0125	-0.1770	 0.0352	-0.1355
Locus1152	 0.0396	 0.0692	 0.0744	 0.0308	 0.2743	 0.0323	 0.2977
Locus1153	 0.0903	 0.1081	 0.1195	 0.0196	 0.2517	 0.0997	 0.3263
Locus1154	 0.0255	 0.0456	 0.0491	 0.0207	 0.4273	 0.0045	 0.4299
Locus1155	 0.0918	 0.1436	 0.1547	 0.0570	 0.2599	 0.0831	 0.3214
Locus1156	 0.0294	 0.0556	 0.0596	 0.0270	 0.3147	 0.0168	 0.3262
Locus1157	 0.0963	 0.1285	 0.1403	 0.0356	 0.0453	 0.0892	 0.1305
Locus1158	-0.0079	-0.0161	-0.0172	-0.0081	 0.6563	-0.0437	 0.6413
Locus1159	 0.0658	 0.0746	 0.0832	 0.0093	 0.3324	 0.0592	 0.3720
Locus1160	-0.0299	-0.0654	-0.0699	-0.0344	-0.0969	-0.0299	-0.1296
Locus1161	-0.0031	-0.0040	-0.0044	-0.0009	 0.4681	-0.0355	 0.4492
Locus1162	-0.0011	-0.0019	-0.0021	-0.0007	 0.4275	-0.0220	 0.4149
Locus1163	 0.0781	 0.1222	 0.1319	 0.0478	 0.2151	 0.0731	 0.2725
Locus1164	 0.0116	 0.0245	 0.0262	 0.0131	 0.0584	 0.0116	 0.0693
Locus1165	-0.0158	-0.0318	-0.0341	-0.0157	-0.1134	-0.0131	-0.1280
Locus1166	-0.0156	-0.0205	-0.0228	-0.0049	 0.5674	-0.0454	 0.5478
Locus1167	 0.0962	 0.1775	 0.1886	 0.0900	 0.0012	 0.1139	 0.1149
Locus1168	 0.1704	 0.2301	 0.2484	 0.0720	 0.6317	 0.1862	 0.7002
Locus1169	 0.0209	 0.0284	 0.0313	 0.0076	 0.1113	 0.0249	 0.1334
Locus1170	 0.0123	 0.0260	 0.0277	 0.0139	 0.0824	 0.0113	 0.0928
Locus1171	 0.0565	 0.0969	 0.1041	 0.0428	 0.0393	 0.0694	 0.1060
Locus1172	 0.0404	 0.0679	 0.0733	 0.0287	 0.1329	 0.0230	 0.1529
Locus1173	 0.0195	 0.0382	 0.0409	 0.0191	 0.2243	 0.0144	 0.2354
Locus1174	 0.3798	 0.4913	 0.5175	 0.1798	 0.5479	 0.4082	 0.7325
Locus1175	 0.1254	 0.2283	 0.2419	 0.1177	 0.2748	 0.1329	 0.3712
Locus1176	 0.0395	 0.0810	 0.0862	 0.0432	 0.0269	 0.0439	 0.0696
Locus1177	 0.0163	 0.0306	 0.0328	 0.0145	 0.2604	 0.0118	 0.2691
Locus1178	 0.1486	 0.1776	 0.1947	 0.0340	 0.4779	 0.1443	 0.5532
Locus1179	 0.0343	 0.0474	 0.0520	 0.0135	 0.4273	 0.0213	 0.4395
Locus1180	 0.1285	 0.2357	 0.2494	 0.1230	 0.2896	 0.1306	 0.3824
Locus1181	 0.0082	 0.0172	 0.0183	 0.0090	 0.0770	 0.0083	 0.0846
Locus1182	 0.0045	 0.0089	 0.0095	 0.0044	 0.0624	 0.0048	 0.0670
Locus1183	 0.0708	 0.1249	 0.1337	 0.0583	 0.1951	 0.0656	 0.2479
Locus1184	-0.0232	-0.0385	-0.0420	-0.0149	 0.1621	-0.0355	 0.1324
Locus1185	 0.1976	 0.3090	 0.3280	 0.1388	-0.1045	 0.2250	 0.1440
Locus1186	-0.0079	-0.0164	-0.0175	-0.0084	 0.0616	-0.0116	 0.0507
Locus1187	 0.0365	 0.0617	 0.0666	 0.0262	 0.4135	 0.0251	 0.4282
Locus1188	 0.0058	 0.0120	 0.0128	 0.0062	 0.3888	-0.0097	 0.3828
Locus1189	 0.0754	 0.1193	 0.1287	 0.0475	 0.1097	 0.0854	 0.1857
Locus1190	 0.0397	 0.0750	 0.0802	 0.0368	 0.5341	 0.0225	 0.5446
Locus1191	 0.0145	 0.0304	 0.0324	 0.0162	-0.0950	 0.0211	-0.0718
Locus1192	 0.0471	 0.0964	 0.1025	 0.0518	-0.0702	 0.0542	-0.0122
Locus1193	 0.0615	 0.1009	 0.1087	 0.0420	 0.1402	 0.0691	 0.1996
Locus1194	 0.2069	 0.2923	 0.3126	 0.1076	 0.0847	 0.2382	 0.3027
Locus1195	 0.0623	 0.1253	 0.1330	 0.0672	 0.7277	 0.0388	 0.7383
Locus1196	 0.0861	 0.1698	 0.1799	 0.0916	 0.3095	 0.0734	 0.3602
Locus1197	 0.0324	 0.0660	 0.0703	 0.0348	 0.2864	 0.0240	 0.3035
Locus1198	 0.0796	 0.0981	 0.1082	 0.0201	 0.4766	 0.0712	 0.5138
Locus1199	 0.1403	 0.2546	 0.2692	 0.1329	 0.3651	 0.1357	 0.4512
