Locus 95% CIs

gst = Nei & Chesser, 1983
Gst = Hedrick, 2005
GGst = Meirmans & Hedrick, (2011)
D = Jost, 2008
Fst = Weir & Cockerham, 1984
Fis = Weir & Cockerham, 1984
Fit = Weir & Cockerham, 1984


gst

locus	actual	lower	upper
Locus573	 0.0175	-0.0203	 0.0772
Locus574	 0.1039	 0.0030	 0.3340
Locus575	-0.0056	-0.0385	 0.0220
Locus576	 0.0044	-0.0367	 0.0648
Locus577	 0.0544	-0.0123	 0.1728
Locus578	 0.0863	 0.0512	 0.1299
Locus579	 0.0104	-0.0159	 0.0611
Locus580	 0.0019	-0.0252	 0.0430
Locus581	 0.0773	 0.0219	 0.1562
Locus582	 0.0245	-0.0382	 0.0844
Locus583	 0.0034	-0.0471	 0.0711
Locus584	 0.1167	 0.0278	 0.2553
Locus585	 0.0249	-0.0294	 0.0812
Locus586	-0.0023	-0.0483	 0.0523
Locus587	 0.1209	 0.0536	 0.2331
Locus588	 0.0579	 0.0062	 0.1115
Locus589	 0.0717	-0.0128	 0.2070
Locus590	 0.1301	 0.0444	 0.2702
Locus591	 0.0483	-0.0064	 0.1097
Locus592	 0.0390	-0.0026	 0.0839
Locus593	 0.0317	-0.0234	 0.1411
Locus594	-0.0094	-0.0497	 0.0299
Locus595	 0.0596	-0.0356	 0.1809
Locus596	-0.0117	-0.0557	 0.0770
Locus597	-0.0208	-0.0581	 0.0228
Locus598	 0.0503	-0.0194	 0.1164
Locus599	 0.0052	-0.0361	 0.0797
Locus600	-0.0298	-0.0531	 0.0087
Locus601	 0.0471	-0.0059	 0.1285
Locus602	 0.1225	 0.0254	 0.2531
Locus603	-0.0244	-0.0500	 0.0102
Locus604	 0.0241	-0.0439	 0.0810
Locus605	 0.0130	-0.0254	 0.0699
Locus606	 0.1505	 0.0419	 0.3059
Locus607	 0.1656	 0.0944	 0.2188
Locus608	 0.0054	-0.0540	 0.0622
Locus609	 0.0363	-0.0185	 0.0907
Locus610	 0.0059	-0.0432	 0.0482
Locus611	 0.0298	-0.0439	 0.0937
Locus612	 0.0207	-0.0137	 0.0637
Locus613	 0.0599	-0.0063	 0.1328
Locus614	 0.0060	-0.0365	 0.0494
Locus615	 0.0716	-0.0226	 0.1903
Locus616	 0.0065	-0.0254	 0.0522
Locus617	 0.0190	-0.0200	 0.0934
Locus618	 0.3596	 0.2047	 0.5031
Locus619	 0.1019	 0.0357	 0.1841
Locus620	 0.0154	-0.0346	 0.0945
Locus621	 0.0418	-0.0100	 0.0939
Locus622	 0.0121	-0.0284	 0.0392
Locus623	 0.0292	-0.0588	 0.1533
Locus624	 0.0264	-0.0021	 0.0632
Locus625	-0.0149	-0.0621	 0.0493
Locus626	 0.0760	 0.0046	 0.1713
Locus627	 0.1046	-0.0025	 0.2179
Locus628	 0.0654	 0.0110	 0.1416
Locus629	 0.1265	 0.0809	 0.2088
Locus630	-0.0119	-0.0356	 0.0283
Locus631	 0.0062	-0.0530	 0.0910
Locus632	 0.0520	 0.0119	 0.0796
Locus633	 0.0555	-0.0158	 0.1257
Locus634	 0.0094	-0.0654	 0.1015
Locus635	 0.1836	 0.1099	 0.2555
Locus636	 0.0002	-0.0486	 0.0591
Locus637	 0.0635	-0.0155	 0.1635
Locus638	-0.0287	-0.0567	 0.0238
Locus639	 0.0056	-0.0442	 0.0419
Locus640	 0.0155	-0.0261	 0.0847
Locus641	 0.0196	-0.0482	 0.1068
Locus642	-0.0160	-0.0624	 0.0376
Locus643	 0.0089	-0.0342	 0.0612
Locus644	 0.0805	-0.0243	 0.2392
Locus645	 0.0141	-0.0330	 0.0914
Locus646	 0.0128	-0.0235	 0.0753
Locus647	 0.0071	-0.0663	 0.0657
Locus648	 0.0419	-0.0297	 0.1537
Locus649	 0.1223	 0.0332	 0.2340
Locus650	 0.1118	 0.0381	 0.1877
Locus651	 0.1019	 0.0210	 0.1653
Locus652	 0.0932	 0.0601	 0.1553
Locus653	 0.0228	-0.0287	 0.0825
Locus654	 0.0871	 0.0339	 0.1660
Locus655	-0.0194	-0.0454	 0.0017
Locus656	 0.0243	-0.0222	 0.1128
Locus657	-0.0140	-0.0429	 0.0405
Locus658	 0.1662	 0.1186	 0.2287
Locus659	 0.0008	-0.0261	 0.0360
Locus660	 0.0147	-0.0364	 0.1159
Locus661	 0.0437	 0.0077	 0.1047
Locus662	 0.1490	 0.0866	 0.2265
Locus663	 0.0271	-0.0456	 0.1653
Locus664	 0.0417	-0.0575	 0.1304
Locus665	 0.0481	-0.0272	 0.0944
Locus666	 0.1760	 0.0872	 0.2740
Locus667	-0.0231	-0.0662	 0.0156
Locus668	 0.1030	-0.0002	 0.3068
Locus669	 0.0180	-0.0550	 0.1058
Locus670	 0.0244	-0.0391	 0.0881
Locus671	 0.0899	 0.0306	 0.1692
Locus672	-0.0128	-0.0420	 0.0223
Locus673	-0.0085	-0.0462	 0.0358
Locus674	 0.0421	-0.0353	 0.1181
Locus675	 0.0108	-0.0462	 0.0834
Locus676	 0.1167	-0.0159	 0.2352
Locus677	 0.1876	 0.0848	 0.2441
Locus678	-0.0363	-0.0539	-0.0038
Locus679	 0.0639	-0.0051	 0.1079
Locus680	-0.0001	-0.0406	 0.0515
Locus681	 0.0220	-0.0351	 0.0590
Locus682	-0.0005	-0.0449	 0.0789
Locus683	 0.1534	 0.0668	 0.2533
Locus684	-0.0052	-0.0548	 0.0546
Locus685	 0.0255	-0.0520	 0.1838
Locus686	-0.0103	-0.0469	 0.0629
Locus687	 0.0136	-0.0440	 0.1208
Locus688	 0.0001	-0.0416	 0.0862
Locus689	 0.0147	-0.0485	 0.0913
Locus690	 0.0667	-0.0132	 0.1743
Locus691	 0.0103	-0.0577	 0.1291
Locus692	 0.0526	 0.0098	 0.1325
Locus693	 0.0997	 0.0253	 0.1735
Locus694	 0.0969	 0.0491	 0.1702
Locus695	 0.0628	-0.0077	 0.1453
Locus696	 0.0457	-0.0111	 0.1149
Locus697	 0.0644	-0.0234	 0.2099
Locus698	 0.0002	-0.0519	 0.0664
Locus699	-0.0146	-0.0455	 0.0186
Locus700	 0.0450	-0.0199	 0.1446
Locus701	 0.0141	-0.0436	 0.0560
Locus702	 0.0029	-0.0356	 0.0391
Locus703	 0.0366	-0.0185	 0.1011
Locus704	 0.0256	-0.0121	 0.0825
Locus705	 0.0991	 0.0249	 0.1560
Locus706	 0.1736	-0.0069	 0.3552
Locus707	 0.1052	 0.0487	 0.1728
Locus708	 0.1663	 0.0761	 0.3366
Locus709	 0.0055	-0.0597	 0.1078
Locus710	 0.1080	 0.0302	 0.1854
Locus711	 0.0842	 0.0118	 0.1765
Locus712	-0.0228	-0.0547	 0.0221
Locus713	 0.0749	 0.0463	 0.1275
Locus714	 0.0241	-0.0448	 0.1076
Locus715	 0.0112	-0.0409	 0.0823
Locus716	 0.0090	-0.0198	 0.0545
Locus717	 0.0529	-0.0109	 0.1179
Locus718	 0.0726	-0.0366	 0.1695
Locus719	 0.0194	-0.0220	 0.0771
Locus720	 0.2675	 0.1183	 0.3765
Locus721	 0.1799	 0.0629	 0.2635
Locus722	 0.0671	 0.0149	 0.1148
Locus723	-0.0132	-0.0606	 0.0490
Locus724	 0.0364	 0.0066	 0.0711
Locus725	 0.1323	 0.0401	 0.2488
Locus726	-0.0122	-0.0415	 0.0329
Locus727	 0.1775	 0.0700	 0.3195
Locus728	 0.0123	-0.0292	 0.1253
Locus729	 0.2096	 0.0866	 0.3709
Locus730	 0.0296	-0.0034	 0.0858
Locus731	-0.0139	-0.0579	 0.0526
Locus732	 0.0764	 0.0151	 0.1609
Locus733	 0.0275	-0.0070	 0.1099
Locus734	-0.0063	-0.0299	 0.0364
Locus735	 0.0350	-0.0345	 0.1144
Locus736	 0.0446	-0.0276	 0.1944
Locus737	 0.0594	 0.0036	 0.1381
Locus738	 0.0135	-0.0398	 0.0574
Locus739	 0.0540	-0.0131	 0.1114
Locus740	 0.0374	 0.0089	 0.0582
Locus741	 0.0187	-0.0479	 0.1105
Locus742	-0.0206	-0.0868	 0.0543
Locus743	-0.0010	-0.0394	 0.0563
Locus744	-0.0144	-0.0465	 0.0223
Locus745	 0.1471	 0.0677	 0.2401
Locus746	 0.1690	 0.0952	 0.2496
Locus747	 0.0141	-0.0228	 0.0710
Locus748	 0.0186	-0.0188	 0.0592
Locus749	 0.2455	 0.1812	 0.3324
Locus750	 0.0611	-0.0095	 0.1531
Locus751	 0.0178	-0.0438	 0.0787
Locus752	 0.0023	-0.0598	 0.0523
Locus753	 0.0649	-0.0070	 0.1173
Locus754	 0.0471	-0.0661	 0.1746
Locus755	 0.0040	-0.0494	 0.0483
Locus756	 0.0429	-0.0085	 0.1002
Locus757	-0.0034	-0.0511	 0.0496
Locus758	 0.0019	-0.0422	 0.0465
Locus759	 0.0656	-0.0156	 0.1590
Locus760	 0.0199	-0.0369	 0.0778
Locus761	 0.0425	-0.0113	 0.0864
Locus762	-0.0243	-0.0720	 0.0367
Locus763	 0.0694	 0.0346	 0.1173
Locus764	 0.0064	-0.0319	 0.0622
Locus765	-0.0075	-0.0466	 0.0405
Locus766	 0.1056	 0.0268	 0.1919
Locus767	 0.0082	-0.0698	 0.0696
Locus768	-0.0046	-0.0330	 0.0243
Locus769	 0.0690	 0.0171	 0.1570
Locus770	 0.0196	-0.0774	 0.1244
Locus771	 0.0187	-0.0386	 0.0643
Locus772	 0.0002	-0.0530	 0.0790
Locus773	 0.0825	-0.0325	 0.1581
Locus774	 0.0811	 0.0013	 0.1928
Locus775	 0.0947	 0.0415	 0.1729
Locus776	-0.0142	-0.0555	 0.0405
Locus777	 0.0581	-0.0274	 0.2645
Locus778	 0.0726	 0.0201	 0.1636
Locus779	-0.0234	-0.0884	 0.1313
Locus780	 0.0319	-0.0309	 0.1325
Locus781	 0.0103	-0.0685	 0.0944
Locus782	 0.0566	-0.0181	 0.1863
Locus783	 0.0835	-0.0032	 0.1856
Locus784	 0.0849	 0.0379	 0.1526
Locus785	 0.0117	-0.0346	 0.0718
Locus786	 0.0111	-0.0303	 0.0538
Locus787	 0.0620	 0.0247	 0.1878
Locus788	 0.0243	-0.0414	 0.1085
Locus789	-0.0072	-0.0495	 0.0438
Locus790	 0.1991	 0.1255	 0.2359
Locus791	 0.0347	-0.0277	 0.1334
Locus792	 0.1141	 0.0474	 0.2298
Locus793	-0.0128	-0.0731	 0.0679
Locus794	 0.0876	-0.0072	 0.2871
Locus795	 0.1033	 0.0201	 0.2921
Locus796	 0.0001	-0.0203	 0.0210
Locus797	-0.0067	-0.0517	 0.0494
Locus798	 0.1247	 0.0290	 0.2390
Locus799	 0.0939	 0.0179	 0.2106
Locus800	 0.0887	 0.0426	 0.1462
Locus801	 0.0302	-0.0176	 0.0920
Locus802	 0.0082	-0.0388	 0.0753
Locus803	 0.0583	-0.0276	 0.1138
Locus804	 0.1215	 0.0478	 0.2064
Locus805	 0.0298	-0.0360	 0.1660
Locus806	 0.0499	-0.0043	 0.1030
Locus807	 0.0673	-0.0183	 0.1379
Locus808	 0.0245	-0.0070	 0.0856
Locus809	 0.1387	 0.0890	 0.2402
Locus810	 0.1325	 0.0248	 0.3101
Locus811	 0.1351	 0.0838	 0.1751
Locus812	 0.0216	-0.0093	 0.0533
Locus813	 0.0468	-0.0489	 0.1684
Locus814	-0.0229	-0.0515	 0.0154
Locus815	 0.0381	-0.0203	 0.1117
Locus816	 0.1444	 0.0565	 0.1929
Locus817	 0.1049	 0.0417	 0.2202
Locus818	 0.0760	 0.0332	 0.1299
Locus819	 0.0606	 0.0005	 0.1163
Locus820	 0.0233	-0.0301	 0.0986
Locus821	 0.0114	-0.0617	 0.1323
Locus822	 0.1021	-0.0023	 0.1905
Locus823	 0.0043	-0.0534	 0.0627
Locus824	 0.1489	 0.0671	 0.2369
Locus825	 0.0309	-0.0025	 0.0559
Locus826	 0.0845	-0.0039	 0.1624
Locus827	 0.0307	-0.0218	 0.1154
Locus828	 0.0487	 0.0218	 0.0974
Locus829	 0.1677	 0.0758	 0.3009
Locus830	 0.0995	 0.0232	 0.1818
Locus831	-0.0026	-0.0437	 0.0415
Locus832	 0.0699	 0.0096	 0.1460
Locus833	 0.0215	-0.0403	 0.0626
Locus834	 0.0107	-0.0225	 0.0427
Locus835	 0.0584	-0.0437	 0.2607
Locus836	 0.2379	 0.1421	 0.3342
Locus837	 0.0176	-0.0506	 0.0674
Locus838	 0.1206	-0.0001	 0.2346
Locus839	 0.0415	-0.0127	 0.0900
Locus840	 0.0083	-0.0602	 0.1144
Locus841	 0.0313	-0.0244	 0.1098
Locus842	 0.1198	 0.0313	 0.2211
Locus843	 0.0707	 0.0104	 0.1331
Locus844	 0.0629	-0.0280	 0.1927
Locus845	-0.0100	-0.0426	 0.0206
Locus846	 0.0021	-0.0384	 0.0611
Locus847	 0.1245	 0.0248	 0.2300
Locus848	-0.0121	-0.0558	 0.0392
Locus849	 0.0882	 0.0410	 0.1438
Locus850	 0.1322	 0.0002	 0.2535
Locus851	-0.0186	-0.0436	 0.0216
Locus852	 0.0734	-0.0031	 0.1726
Locus853	-0.0048	-0.0521	 0.0678
Locus854	 0.0898	-0.0025	 0.1775
Locus855	 0.0746	-0.0436	 0.3032
Locus856	 0.0143	-0.0098	 0.0587
Locus857	 0.0080	-0.0318	 0.0487
Locus858	 0.3778	 0.2825	 0.4640
Locus859	 0.0442	-0.0204	 0.1165
Locus860	 0.2483	 0.0988	 0.4025
Locus861	 0.0353	-0.0195	 0.0883
Locus862	 0.1268	 0.0351	 0.1894
Locus863	 0.0831	 0.0037	 0.1821
Locus864	 0.0732	 0.0219	 0.1530
Locus865	-0.0189	-0.0773	 0.0436
Locus866	-0.0081	-0.0389	 0.0179
Locus867	 0.0330	-0.0133	 0.0866
Locus868	 0.0164	-0.0185	 0.0476
Locus869	-0.0143	-0.0501	 0.0332
Locus870	 0.0165	-0.0268	 0.0883
Locus871	 0.0603	-0.0269	 0.1463
Locus872	 0.0179	-0.0343	 0.0542
Locus873	 0.1082	 0.0498	 0.1952
Locus874	 0.0516	 0.0117	 0.1369
Locus875	 0.0208	-0.0565	 0.0860
Locus876	 0.0767	-0.0347	 0.2478
Locus877	 0.0951	 0.0114	 0.1667
Locus878	 0.1379	 0.0807	 0.2275
Locus879	-0.0181	-0.0614	 0.0499
Locus880	 0.0666	 0.0129	 0.1361
Locus881	 0.0849	 0.0297	 0.1558
Locus882	 0.0599	-0.0129	 0.1090
Locus883	-0.0001	-0.0539	 0.0424
Locus884	 0.0039	-0.0719	 0.1140
Locus885	-0.0066	-0.0372	 0.0261
Locus886	 0.0240	-0.0114	 0.0731
Locus887	 0.0814	 0.0170	 0.1284
Locus888	 0.0377	-0.0415	 0.0934
Locus889	-0.0123	-0.0517	 0.0500
Locus890	 0.0089	-0.0527	 0.0489
Locus891	 0.0182	-0.0504	 0.0678
Locus892	 0.1023	 0.0098	 0.2307
Locus893	 0.0137	-0.0285	 0.0819
Locus894	 0.0379	-0.0255	 0.1400
Locus895	 0.0114	-0.0489	 0.0869
Locus896	 0.0915	 0.0477	 0.1368
Locus897	 0.0062	-0.0485	 0.0835
Locus898	-0.0050	-0.0492	 0.0647
Locus899	 0.3218	 0.2121	 0.5239
Locus900	 0.0234	-0.0370	 0.0978
Locus901	-0.0193	-0.0526	 0.0133
Locus902	 0.0725	-0.0033	 0.1505
Locus903	 0.0139	-0.0624	 0.1403
Locus904	 0.0287	-0.0137	 0.0654
Locus905	 0.1147	 0.0501	 0.1806
Locus906	 0.0782	-0.0083	 0.1538
Locus907	 0.0973	 0.0222	 0.1789
Locus908	 0.0042	-0.0381	 0.0417
Locus909	 0.0265	-0.0306	 0.1336
Locus910	-0.0057	-0.0347	 0.0358
Locus911	-0.0182	-0.0535	 0.0117
Locus912	 0.1005	 0.0347	 0.2235
Locus913	 0.0958	 0.0285	 0.1577
Locus914	-0.0037	-0.0601	 0.0428
Locus915	 0.0217	-0.0305	 0.0679
Locus916	 0.0136	-0.0356	 0.0588
Locus917	 0.0066	-0.0913	 0.1387
Locus918	 0.0352	-0.0158	 0.1076
Locus919	 0.0211	-0.0718	 0.1148
Locus920	 0.0341	-0.0061	 0.0846
Locus921	-0.0006	-0.0408	 0.0404
Locus922	-0.0204	-0.0681	 0.0332
Locus923	 0.0627	-0.0339	 0.1322
Locus924	 0.0169	-0.0173	 0.0629
Locus925	 0.0007	-0.0311	 0.0442
Locus926	 0.0422	-0.0265	 0.1407
Locus927	 0.0109	-0.0505	 0.1002
Locus928	 0.0165	-0.0221	 0.0674
Locus929	 0.0184	-0.0269	 0.0598
Locus930	 0.0381	 0.0060	 0.1010
Locus931	 0.0578	 0.0047	 0.1162
Locus932	-0.0093	-0.0340	 0.0327
Locus933	 0.0164	-0.0380	 0.0937
Locus934	 0.2259	 0.1429	 0.3218
Locus935	-0.0059	-0.0613	 0.1175
Locus936	 0.0178	-0.0500	 0.0650
Locus937	 0.0147	-0.0343	 0.0796
Locus938	 0.0590	-0.0088	 0.1781
Locus939	-0.0043	-0.0661	 0.0890
Locus940	-0.0095	-0.0498	 0.0218
Locus941	 0.0689	-0.0340	 0.2154
Locus942	 0.5088	 0.3789	 0.6197
Locus943	 0.0325	-0.0328	 0.0895
Locus944	 0.0521	 0.0027	 0.1188
Locus945	 0.0013	-0.0656	 0.0795
Locus946	 0.0726	 0.0382	 0.1612
Locus947	 0.0270	-0.0355	 0.1228
Locus948	 0.0331	-0.0204	 0.1106
Locus949	 0.0890	 0.0019	 0.1813
Locus950	 0.0699	-0.0435	 0.1766
Locus951	 0.0404	-0.0779	 0.1618
Locus952	 0.0861	 0.0374	 0.1463
Locus953	 0.0876	 0.0398	 0.1345
Locus954	 0.0679	 0.0196	 0.1420
Locus955	 0.0255	-0.0160	 0.1047
Locus956	 0.0638	 0.0206	 0.1178
Locus957	 0.0651	-0.0249	 0.1809
Locus958	 0.2949	 0.1689	 0.4348
Locus959	 0.0110	-0.0832	 0.1408
Locus960	 0.0070	-0.0397	 0.0593
Locus961	 0.1650	 0.1011	 0.2836
Locus962	 0.1246	 0.0120	 0.3047
Locus963	 0.0671	-0.0010	 0.2269
Locus964	 0.0165	-0.0491	 0.2029
Locus965	 0.0381	-0.0077	 0.1226
Locus966	 0.0532	 0.0039	 0.1479
Locus967	 0.1313	 0.0136	 0.2904
Locus968	 0.0198	-0.0446	 0.1221
Locus969	 0.0781	-0.0123	 0.1720
Locus970	 0.1028	 0.0549	 0.1669
Locus971	 0.0268	-0.0328	 0.1118
Locus972	-0.0046	-0.0332	 0.0353
Locus973	 0.0285	-0.0303	 0.0932
Locus974	 0.1021	 0.0579	 0.1815
Locus975	 0.0515	 0.0220	 0.0818
Locus976	 0.0678	 0.0176	 0.1272
Locus977	 0.0199	-0.0356	 0.0804
Locus978	 0.1653	 0.1178	 0.2343
Locus979	 0.1343	 0.0639	 0.2102
Locus980	 0.0063	-0.0363	 0.0625
Locus981	 0.1846	 0.1104	 0.2462
Locus982	 0.1027	 0.0203	 0.1959
Locus983	 0.0994	 0.0407	 0.2103
Locus984	 0.0054	-0.0536	 0.0924
Locus985	 0.0112	-0.0395	 0.0735
Locus986	 0.0083	-0.0445	 0.0776
Locus987	 0.0410	-0.0234	 0.1321
Locus988	 0.0259	-0.0234	 0.0733
Locus989	 0.1179	 0.0429	 0.2218
Locus990	 0.1466	 0.0707	 0.2355
Locus991	-0.0089	-0.0340	 0.0228
Locus992	 0.0522	 0.0055	 0.1394
Locus993	-0.0019	-0.0368	 0.0617
Locus994	 0.0345	-0.0234	 0.0854
Locus995	-0.0220	-0.0604	 0.0281
Locus996	 0.0532	-0.0199	 0.1508
Locus997	 0.0012	-0.0340	 0.0498
Locus998	 0.0389	-0.0474	 0.1301
Locus999	 0.0333	-0.0057	 0.0844
Locus1000	 0.0148	-0.0343	 0.0702
Locus1001	 0.1037	 0.0589	 0.1723
Locus1002	 0.0219	-0.0270	 0.1213
Locus1003	 0.0822	 0.0294	 0.1213
Locus1004	 0.0319	-0.0092	 0.0893
Locus1005	 0.0109	-0.0480	 0.0541
Locus1006	-0.0051	-0.0603	 0.0742
Locus1007	 0.0330	-0.0340	 0.1125
Locus1008	-0.0247	-0.0776	 0.0228
Locus1009	 0.0413	-0.0119	 0.1195
Locus1010	 0.0009	-0.0546	 0.1515
Locus1011	-0.0077	-0.0341	 0.0291
Locus1012	 0.0060	-0.0478	 0.0803
Locus1013	 0.2115	 0.1594	 0.2566
Locus1014	 0.0219	-0.0211	 0.0970
Locus1015	 0.0085	-0.0396	 0.0748
Locus1016	 0.0385	 0.0060	 0.0782
Locus1017	-0.0077	-0.0526	 0.0337
Locus1018	 0.0466	-0.0113	 0.1189
Locus1019	 0.0839	 0.0115	 0.1534
Locus1020	 0.2346	 0.1560	 0.3725
Locus1021	 0.1547	 0.0347	 0.3375
Locus1022	 0.0311	-0.0494	 0.1333
Locus1023	 0.0298	-0.0224	 0.0786
Locus1024	 0.0034	-0.0426	 0.0560
Locus1025	 0.0048	-0.0176	 0.0300
Locus1026	 0.1409	 0.0736	 0.2060
Locus1027	 0.0150	-0.0192	 0.0559
Locus1028	 0.1177	 0.0553	 0.2491
Locus1029	 0.1108	 0.0364	 0.2236
Locus1030	 0.0008	-0.0611	 0.0658
Locus1031	 0.0420	-0.0341	 0.1713
Locus1032	 0.0933	 0.0153	 0.1941
Locus1033	 0.0314	-0.0231	 0.0915
Locus1034	-0.0019	-0.0412	 0.0406
Locus1035	 0.0186	-0.0591	 0.1127
Locus1036	 0.0982	 0.0415	 0.1914
Locus1037	-0.0104	-0.0310	 0.0167
Locus1038	 0.0643	 0.0339	 0.1160
Locus1039	 0.0439	 0.0030	 0.1130
Locus1040	 0.0030	-0.0415	 0.0536
Locus1041	 0.0532	-0.0086	 0.1476
Locus1042	 0.0635	 0.0073	 0.1827
Locus1043	 0.0472	 0.0060	 0.0947
Locus1044	 0.0734	 0.0161	 0.1387
Locus1045	 0.1873	 0.1120	 0.2777
Locus1046	 0.0094	-0.0283	 0.0616
Locus1047	 0.1557	 0.0803	 0.2914
Locus1048	 0.0578	-0.0152	 0.2130
Locus1049	-0.0169	-0.0815	 0.0650
Locus1050	 0.0172	-0.0241	 0.0540
Locus1051	 0.0772	 0.0432	 0.1540
Locus1052	 0.0101	-0.0347	 0.0588
Locus1053	 0.0248	-0.0400	 0.1316
Locus1054	 0.1788	 0.1209	 0.2669
Locus1055	 0.0112	-0.0256	 0.0443
Locus1056	 0.0873	-0.0560	 0.2431
Locus1057	 0.0072	-0.0400	 0.0862
Locus1058	-0.0349	-0.0662	 0.0061
Locus1059	-0.0297	-0.0628	 0.0119
Locus1060	 0.2196	 0.1400	 0.3017
Locus1061	 0.0391	-0.0045	 0.1268
Locus1062	 0.0671	 0.0299	 0.1137
Locus1063	 0.1487	 0.0364	 0.2405
Locus1064	 0.2074	 0.1043	 0.3437
Locus1065	 0.0238	-0.0385	 0.1044
Locus1066	 0.0884	 0.0152	 0.1552
Locus1067	 0.0704	 0.0118	 0.1299
Locus1068	 0.0040	-0.0348	 0.0752
Locus1069	 0.0443	-0.0035	 0.1356
Locus1070	 0.1388	 0.0511	 0.2243
Locus1071	 0.0046	-0.0332	 0.0419
Locus1072	 0.0513	-0.0195	 0.1453
Locus1073	 0.0655	 0.0285	 0.1065
Locus1074	 0.0661	 0.0052	 0.1340
Locus1075	 0.1101	 0.0562	 0.1958
Locus1076	 0.0049	-0.0677	 0.0685
Locus1077	 0.0295	-0.0127	 0.0707
Locus1078	 0.0509	 0.0255	 0.0913
Locus1079	 0.0849	 0.0440	 0.1589
Locus1080	 0.0329	-0.0236	 0.1597
Locus1081	-0.0299	-0.0771	 0.1052
Locus1082	 0.0060	-0.0283	 0.0623
Locus1083	 0.0117	-0.0354	 0.0708
Locus1084	 0.0011	-0.0483	 0.0937
Locus1085	 0.1247	 0.0363	 0.2313
Locus1086	 0.0139	-0.0576	 0.1102
Locus1087	 0.0057	-0.0228	 0.0569
Locus1088	 0.0061	-0.0385	 0.0790
Locus1089	 0.0130	-0.0613	 0.0739
Locus1090	-0.0257	-0.0469	 0.0062
Locus1091	 0.0280	-0.0489	 0.1633
Locus1092	 0.0162	-0.0298	 0.0957
Locus1093	 0.0421	-0.0331	 0.1438
Locus1094	 0.1593	 0.0199	 0.3197
Locus1095	 0.0675	-0.0068	 0.1356
Locus1096	 0.0174	-0.0148	 0.0655
Locus1097	 0.1327	 0.0639	 0.2072
Locus1098	 0.0900	-0.0184	 0.1913
Locus1099	 0.2235	 0.1560	 0.2778
Locus1100	 0.0106	-0.0349	 0.0491
Locus1101	-0.0059	-0.0385	 0.0121
Locus1102	-0.0089	-0.0529	 0.0430
Locus1103	 0.0341	-0.0113	 0.1127
Locus1104	 0.1606	 0.0791	 0.3133
Locus1105	 0.0181	-0.0370	 0.0611
Locus1106	 0.0334	-0.0076	 0.1429
Locus1107	 0.0078	-0.0387	 0.1325
Locus1108	 0.0163	-0.0095	 0.0512
Locus1109	 0.0410	-0.0231	 0.1093
Locus1110	 0.0433	-0.0255	 0.1724
Locus1111	 0.0716	 0.0136	 0.1562
Locus1112	 0.0169	-0.0147	 0.0621
Locus1113	 0.0770	-0.0056	 0.1649
Locus1114	 0.0378	-0.0339	 0.1395
Locus1115	 0.0367	-0.0236	 0.1008
Locus1116	 0.2606	 0.1851	 0.3587
Locus1117	 0.1880	 0.1624	 0.2215
Locus1118	 0.0437	-0.0113	 0.1045
Locus1119	 0.3109	 0.1672	 0.4135
Locus1120	 0.0488	-0.0432	 0.1130
Locus1121	 0.0973	 0.0420	 0.1265
Locus1122	 0.0313	-0.0336	 0.1678
Locus1123	 0.0174	-0.0277	 0.1026
Locus1124	 0.0938	 0.0242	 0.1747
Locus1125	 0.1049	 0.0071	 0.2864
Locus1126	 0.3032	 0.2364	 0.3660
Locus1127	 0.0156	-0.0292	 0.0699
Locus1128	 0.1021	 0.0391	 0.1785
Locus1129	 0.0022	-0.0344	 0.0469
Locus1130	 0.0398	-0.0026	 0.0767
Locus1131	 0.1655	 0.0854	 0.2486
Locus1132	 0.0065	-0.0585	 0.0526
Locus1133	 0.1062	 0.0222	 0.2456
Locus1134	 0.0145	-0.0261	 0.0503
Locus1135	 0.0573	-0.0412	 0.2010
Locus1136	 0.0644	-0.0088	 0.1799
Locus1137	 0.0584	 0.0023	 0.1495
Locus1138	 0.0170	-0.0328	 0.0773
Locus1139	 0.0246	-0.0204	 0.0676
Locus1140	 0.0121	-0.0339	 0.0697
Locus1141	 0.0679	-0.0137	 0.1600
Locus1142	 0.0618	 0.0113	 0.1345
Locus1143	 0.0704	 0.0093	 0.1430
Locus1144	 0.0385	-0.0035	 0.0879
Locus1145	 0.0883	 0.0188	 0.1465
Locus1146	 0.0264	-0.0202	 0.1115
Locus1147	 0.1249	 0.0734	 0.1891
Locus1148	-0.0025	-0.0550	 0.0647
Locus1149	 0.0298	-0.0197	 0.0762
Locus1150	 0.0518	-0.0107	 0.1625
Locus1151	 0.0210	 0.0019	 0.0453
Locus1152	 0.0396	-0.0057	 0.0789
Locus1153	 0.0903	-0.0346	 0.2286
Locus1154	 0.0255	-0.0438	 0.0743
Locus1155	 0.0918	 0.0226	 0.1779
Locus1156	 0.0294	-0.0385	 0.1016
Locus1157	 0.0963	 0.0259	 0.1438
Locus1158	-0.0079	-0.0661	 0.0531
Locus1159	 0.0658	 0.0255	 0.1017
Locus1160	-0.0299	-0.0506	-0.0035
Locus1161	-0.0031	-0.0599	 0.0394
Locus1162	-0.0011	-0.0676	 0.0915
Locus1163	 0.0781	-0.0413	 0.2211
Locus1164	 0.0116	-0.0426	 0.0594
Locus1165	-0.0158	-0.0441	 0.0528
Locus1166	-0.0156	-0.0475	 0.0519
Locus1167	 0.0962	 0.0333	 0.1855
